"Case#","Date","Time","Description","Location","Date_Time","Notes","Hour","Minute","Year","Time_Numeric","Type"
"220376","2022 10 11","1236","Theft - Computer","ETC",2022-10-11 12:36:00,"Notes: A CSO responded to a report of a stolen laptop from the ETC. The CSO spoke with a staff member who reported that the laptop had been stolen while it had been left momentarily unattended in an unlocked room. The staff member implemented safety protocols to render the laptop useless and also stated they would complete a police report. ",12,36,2022,12.6,"Incident"
"220377","2022 10 12","0108","Candle or Incense Burning in a Residence Hall","Abington",2022-10-12 01:08:00,"Notes: A CSO on a patrol of Abington encountered the odor of incense. The CSO determined the odor was coming from one room, and made contact with the occupant. The resident stated that they were unaware they were not supposed to be burning incense in the residence hall. The CSO informed them that the incense and candle prohibitions could be found in the housing contract. The CSO bid the resident a good rest of their evening and continued on with their patrol.",1,8,2022,1.13333333333333,"Incident"
"220378","2022 10 12","0151","Medical Assist - Other","Residence Hall",2022-10-12 01:51:00,"Notes: CSOs responded to a request for medical assistance in a residence hall. Upon arrival, the CSOs met with a student experiencing medical distress. After speaking with the student and attempting to reach a nurse via the Fonemed Nurse Advice line, the CSOs offered to contact American Medical Response (AMR) for further evaluation and the student agreed. AMR arrived and assessed the student and determined that further medical intervention was not necessary at that time. All units cleared from the scene and the CSOs encouraged the student to call back if their condition did not improve or worsened. Approximately thirty minutes later the student called Dispatch to request a taxi cab ride be arranged to transport the student to a nearby medical facility. ",1,51,2022,1.85,"Incident"
"220379","2022 10 12","1838","Suspicious Person/Activity/Circumstances","Reed Pond",2022-10-12 18:38:00,"Notes: A CSO on patrol near the Reed Pond in the northwest quadrant encountered a space that appeared to have been used as an unsanctioned toilet area. Grounds was contacted with a request for clean up. ",18,38,2022,18.6333333333333,"Incident"
"220381","2022 10 14","2028","Graffiti","Sequoia",2022-10-14 20:28:00,"Notes: A CSO responded to a report of new graffiti on the Sequoia balcony. The CSO completed a report and Building Services was contacted for removal of the graffiti.",20,28,2022,20.4666666666667,"Incident"
"220382","2022 10 15","0128","Medical Amnesty/Medical Assist - Alcohol","Residence Hall",2022-10-15 01:28:00,"Notes: A CSO responded to a request for a welfare check on a student who had reportedly combined alcohol with prescription drugs. The CSO met with the student for whom the welfare check had been requested and the student confirmed that they had consumed alcohol a couple of hours beforehand, and then taken prescription medication shortly before the CSO’s arrival. The CSO confirmed that the student was not exhibiting any signs or symptoms of alcohol or other drug overdose and also confirmed that the student knew how to administer Naloxone/Narcan if the need arose. As the student had a friend with them, the CSO ensured that the friend also knew how to administer Naloxone/Narcan, and the CSO provided yellow and pink cards to the students before departing. ",1,28,2022,1.46666666666667,"Incident"
"220383","2022 10 15","0439","Graffiti","Naito",2022-10-15 04:39:00,"Notes: A CSO on patrol near Naito encountered new graffiti on the pavement near the west entrance. Building Services was contacted for removal of the graffiti.",4,39,2022,4.65,"Incident"
"220384","2022 10 15","0753","Unattended Alcohol or Drugs","Cross Canyon Smoking Shelter",2022-10-15 07:53:00,"Notes: A CSO heading to a call for assistance at Chittick residence hall encountered what appeared to be a case of beer sitting unattended in the smoking shelter nearby. Once the CSO had cleared from the call they returned to the smoking shelter and discovered that the box was empty. The CSO initiated an exterior patrol of the Cross Canyon residence halls and encountered a red and black bag hidden in the nearby bushes. A quick inspection revealed that the bag contained unopened beer cans. The CSO returned to 28 West with the bag to dispose of the beer. There they also discovered that the bag contained three red solo cups and a ping pong ball. ",7,53,2022,7.88333333333333,"Incident"
"220385","2022 10 15","0909","Theft of Motor Vehicle","Grove Lot",2022-10-15 09:09:00,"Notes: A student reported that they had parked their vehicle in the Grove lot the night before and discovered that morning that the vehicle was missing. The student was also encouraged to file a police report. ",9,9,2022,9.15,"Incident"
"220386","2022 10 16","1359","Theft from Vehicle","Grove Lot",2022-10-16 13:59:00,"Notes: A CSO responded to a report of a stolen catalytic converter from a vehicle parked in the Grove lot. The CSO met with the vehicle owner, the parent of a Reed student, who reported that at some point during the three hours their vehicle had been parked in the lot their catalytic converter had been stolen. The CSO recommended the vehicle owner also file a police report. ",13,59,2022,13.9833333333333,"Incident"
"220365","2022 10 03","0018","Noise Complaint","Reed College Apartments",2022-10-03 00:18:00,"Notes: A CSO responded to a noise complaint at the Reed College Apartments. The CSO spoke with the tenant about whom the complaint was made, and the tenant apologized for disturbing their neighbor and said they would discontinue the activity causing the noise. ",0,18,2022,0.3,"Incident"
"220367","2022 10 04","2009","Fire","Foster",2022-10-04 20:09:00,"Notes: A CSO responded to a fire alarm at Foster residence hall. Upon arrival, the CSO observed that residents had evacuated the building and spoke with a student holding a fire extinguisher. The student stated that they had used the extinguisher to put out a small fire in a resident’s room. The student led the CSO to the room but due to the amount of smoke in the area the CSO and student exited the building after the CSO confirmed that there was no visible fire remaining. Portland Fire arrived on scene and assessed the situation. The initial determination was that the fire was caused by burning sage or incense. After Portland Fire determined that the fire was completely extinguished and no further danger remained, building services began cleaning the room. The student who occupied the room was offered alternate housing while the room was being cleaned of fire, smoke, and fire extinguisher residue. ",20,9,2022,20.15,"Incident"
