"Case#","Date","Time","Description","Location","Date_Time","Notes"
"220081","2022 03 04","1158","Medical Assist - Alcohol - Medical Amnesty","Residence Hall",1646395080,"Notes: A CSO responded to a request for medical assistance related to alcohol consumption. Upon arrival, the CSO met with the student who stated that they were concerned with after effects they were experiencing from drinking alcohol the night before. The CSO offered to take the student to the HCC for medical evaluation, to which the student readily agreed. The CSO escorted the student to the HCC and cleared from the call."
"220082","2022 03 04","1607","Damage to Property","West Lot",1646410020,"Notes: A student arrived at 28 West to report that when they started their vehicle the day before, they observed that the car sounded unusually loud. The student was able to confirm that the catalytic converter was intact, however damage had been done to the exhaust in an apparent attempt to remove it. The student wanted Community Safety to be aware of the incident."
"220084","2022 03 05","2236","Information Only","MacNaughton",1646519760,"Notes: A CSO responded to a report of the odor of cannabis in MacNaughton. The CSO arrived and did not encounter the odor. The CSO made contact with the reporting party who relayed that they had located the source of the odor and had spoken with the resident. As the CSO was unable to detect the odor of cannabis, they did not make contact with the resident, but did include in their report the details relayed to them by the reporting party. "
"220085","2022 03 06","2313","Noise Complaint","Residence Hall/Apartment",1646608380,"Notes: A CSO responded to a noise complaint at the Birchwood apartments. Upon arrival, the CSO made contact with the resident of the unit from which the noises were reported to have originated. The resident stated that they were alone. The CSO provided the resident with a Reed Emergency Numbers card in case it was needed and cleared from the call."
"220059","2022 02 21","0110","Suspicious Person/Activity/Circumstances","Trillium",1645405800,"Notes: Dispatch received a call from a student who reported that approximately 45 minutes prior an unknown person opened the door to their residence, looked in and quickly left. The student also reported the incident to their House Advisor."
"220060","2022 02 21","0943","Suspicious Person/Activity/Circumstances","Eliot Hall",1645436580,"Notes: A CSO responded to a report of a suspicious person inside Eliot Hall. Upon arrival, the CSO encountered the individual and requested they speak with them outside the building, and the individual promptly complied. The individual stated that they were there to discuss financial aid and admissions but did not have an appointment. The CSO informed the individual that they would need to make an appointment to speak with the admissions staff. The individual understood and after requesting directions to an off campus site nearby, left the area without incident.  "
"220061","2022 02 21","1757","Theft - Bike","Bragdon Hall",1645466220,"Notes: A student arrived at 28 West to inquire if Community Safety confiscates unregistered bikes. The CSO stated that Community Safety only confiscates bikes when residence halls are closed and there is limited storage space for bikes on campus. The student stated that they had last seen their bike stored inside Bragdon the week prior. The bike is described as a gray mountain bike with blue lettering.  "
"220062","2022 02 22","0723","Damage to Property/Graffiti","GCC",1645514580,"Notes: A CSO on patrol encountered graffiti targeting a Reed community member at the top of the stairs leading from the GCC lower level to the Student Union. Building services was contacted for removal of the graffiti."
"220063","2022 02 22","1118","Welfare Check/Deceased Individual","Residence Hall",1645528680,"Notes: A student reported that they had entered a friend’s room and found them deceased."
"220064","2022 02 23","1330","Theft from Vehicle","Theater Annex",1645623000,"Notes: Dispatch received a call from a contractor who reported that they had left their business vehicle parked in the Theater Annex parking lot and when they returned to the vehicle, the door was open and items were missing. The Dispatcher took a detailed report and also advised the contractor to file a report with the Portland Police."
